probeID,gene,chromosome,position,beta_delta,p_value,FDR,comparison
cg04532718,C3orf70,3,185120176,-0.04358046244012663,4.551296134715665e-4,0.03207741340352998,A1_asthma_vs_nonasthmatic
cg08096050,NA,18,39870663,-0.06350840510148476,4.55396387390209e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg01988966,PHYHIPL,10,59180559,-0.04251086401675564,4.5541961423706967e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg20590105,NA,6,80442086,-0.0582370867403851,4.5560563874243534e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg16616957,EYS,6,63945036,-0.05262886586548843,4.556435207390822e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg14239099,GLI2,2,120828936,-0.052622167727460915,4.5564413110829843e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg24234984,ITGB1,10,32935438,-0.010329550189498679,4.5567768949331605e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg20363199,SORCS1,10,106575910,-0.031868655852377144,4.557381269522398e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg06746492,SCN7A,2,166488045,-0.015878223314193068,4.557496684544441e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg22300794,HERC5,4,88505919,-0.017193659326870607,4.557636608130225e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg24916055,NA,6,78109388,-0.03915400639317897,4.5578515707672045e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg20932890,LOC100505878,5,86745706,-0.03782616500523575,4.5579117195682436e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg13501090,DENND2C,1,114670038,0.02894613616492438,4.5580627945975824e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg11086737,TMCO5B,15,33245115,-0.010974541383150608,4.558882345864839e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg17432267,NA,11,122440738,0.022296076181311308,4.558986636841395e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg16678355,NA,10,92669430,-0.021924783282425638,4.55923094594573e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg06304894,RGS7BP,5,64574467,-0.04724980838272021,4.5596709033820235e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg27357134,GOLIM4,3,168062241,-0.01894399601550922,4.5597866591318376e-4,0.032087530627541494,A1_asthma_vs_nonasthmatic
cg17343879,PANK1,10,89592833,-0.045180572128356036,4.5624296785059013e-4,0.03209561056383697,A1_asthma_vs_nonasthmatic
cg16164447,FAM49A,2,16666172,0.03445401953746109,4.56260650525913e-4,0.03209561056383697,A1_asthma_vs_nonasthmatic
cg02990553,KRT28,17,38955770,0.03081616184425378,4.562716173604003e-4,0.03209561056383697,A1_asthma_vs_nonasthmatic
cg26398907,FXR1,3,180979500,-0.02016439115291686,4.563163325286535e-4,0.03209561056383697,A1_asthma_vs_nonasthmatic
cg10133091,NA,3,70300802,-0.053450483652952394,4.5642028059824855e-4,0.03210008664632007,A1_asthma_vs_nonasthmatic
cg13279718,SHOC2,10,110964650,-0.01594431337827758,4.5645426349760337e-4,0.03210008664632007,A1_asthma_vs_nonasthmatic
cg15830968,NA,23,16112212,-0.04972303264598083,4.5649674831499203e-4,0.03210046204328237,A1_asthma_vs_nonasthmatic
cg00909318,NA,4,23979477,-0.02283989266018344,4.567426998164351e-4,0.032110510999599697,A1_asthma_vs_nonasthmatic
cg22647241,ACOT7,1,6393464,-0.021068558916425895,4.5675420534999956e-4,0.032110510999599697,A1_asthma_vs_nonasthmatic
cg09598328,ATXN2,12,112003150,-0.018366548214888017,4.567625037139145e-4,0.032110510999599697,A1_asthma_vs_nonasthmatic
cg04623023,LOC100124692,7,142197678,-0.04233453033395076,4.567882869195223e-4,0.032110510999599697,A1_asthma_vs_nonasthmatic
cg13368042,NA,11,103843229,-0.0667436388194606,4.5685105475919943e-4,0.03211103766474428,A1_asthma_vs_nonasthmatic
cg25738688,NA,12,88744459,-0.02227717556277697,4.5689366270266867e-4,0.03211103766474428,A1_asthma_vs_nonasthmatic
cg14108150,KYNU,2,143005553,-0.04413371217423789,4.56937656982641e-4,0.03211103766474428,A1_asthma_vs_nonasthmatic
cg03389789,FBXW8,12,116991557,-0.020154965229884535,4.569606891365152e-4,0.03211103766474428,A1_asthma_vs_nonasthmatic
cg03174332,NA,10,30354060,-0.03509590286160985,4.569815740761176e-4,0.03211103766474428,A1_asthma_vs_nonasthmatic
cg03683139,LARP1B,4,128998951,-0.019937078349076653,4.5718276930583045e-4,0.0321199515822091,A1_asthma_vs_nonasthmatic
cg10454594,SMARCA5,4,143557076,-0.026453977853729518,4.5732396763107595e-4,0.03212573021121349,A1_asthma_vs_nonasthmatic
cg15048607,CLOCK,4,55443854,-0.04342028285396434,4.5737964345952053e-4,0.03212573021121349,A1_asthma_vs_nonasthmatic
cg03849297,NA,1,167626269,-0.04219358659892719,4.5745841193006785e-4,0.03212573021121349,A1_asthma_vs_nonasthmatic
cg02102635,RASSF8,12,25995361,-0.06063050242438355,4.5748807614770683e-4,0.03212573021121349,A1_asthma_vs_nonasthmatic
cg18170100,NA,1,219303696,-0.04705148320399162,4.5753899450791516e-4,0.03212669514763987,A1_asthma_vs_nonasthmatic
cg11142248,FLJ43390,14,62127171,0.029345812398691315,4.5770871022545844e-4,0.03213600076037946,A1_asthma_vs_nonasthmatic
cg15323626,ZNF770,15,35274878,-0.017700209986311746,4.5781536075549745e-4,0.032140877376519994,A1_asthma_vs_nonasthmatic
cg24142117,MAGI2,7,78124311,-0.012735560542726657,4.5785338890352097e-4,0.032140935964886715,A1_asthma_vs_nonasthmatic
cg02800687,POU2F3,11,120256956,-0.03815576065436423,4.5790210471607896e-4,0.03214174474816092,A1_asthma_vs_nonasthmatic
cg24693881,NA,1,107053485,-0.010220989530658536,4.580776270260159e-4,0.03215145366713659,A1_asthma_vs_nonasthmatic
cg13197256,SLC6A13,12,242525,-0.01889988610374067,4.58124007476606e-4,0.032152097564275485,A1_asthma_vs_nonasthmatic
cg10342553,NA,3,25855021,-0.017022032457837906,4.581643583303127e-4,0.0321523182215248,A1_asthma_vs_nonasthmatic
cg15851280,NA,10,88100720,-0.03678568447811627,4.583481451323263e-4,0.0321599923930164,A1_asthma_vs_nonasthmatic
cg08797047,ARHGAP15,2,143601473,-0.03574038928199737,4.5849609395842624e-4,0.03216371150465903,A1_asthma_vs_nonasthmatic
cg01655210,TAS2R1,5,9630448,-0.062966473195411,4.5850777356456406e-4,0.03216371150465903,A1_asthma_vs_nonasthmatic
cg19530293,TPH2,12,72032354,-0.04706327062771812,4.585128102763108e-4,0.03216371150465903,A1_asthma_vs_nonasthmatic
cg25273427,NA,23,102769264,0.024719046261750515,4.587638146428268e-4,0.03217609511819074,A1_asthma_vs_nonasthmatic
cg24506118,NA,11,13097934,-0.02552452018037593,4.5884381950661704e-4,0.03217909465300131,A1_asthma_vs_nonasthmatic
cg19770167,RIOK3,18,23452801,0.020994676589824204,4.589013291677372e-4,0.032180516221939334,A1_asthma_vs_nonasthmatic
cg12546167,PLS3,23,115592699,-0.03356275277654407,4.5909314466034814e-4,0.03219135501010461,A1_asthma_vs_nonasthmatic
cg15484408,NA,3,16066969,-0.020621545748280633,4.5919476912738657e-4,0.03219586840819224,A1_asthma_vs_nonasthmatic
cg14090004,NA,11,46933632,-0.032516824711686466,4.592336713018475e-4,0.03219598373542383,A1_asthma_vs_nonasthmatic
cg03449621,AP3B2,15,82682812,-0.03321340136159713,4.593507758298357e-4,0.03219896619951087,A1_asthma_vs_nonasthmatic
cg20834348,NA,1,184329036,-0.025298624196353228,4.594034836077973e-4,0.03219896619951087,A1_asthma_vs_nonasthmatic
cg10372432,C14orf101,14,56649383,-0.05073859202602448,4.5942525532541615e-4,0.03219896619951087,A1_asthma_vs_nonasthmatic
cg16761843,TENM2,5,167934032,-0.020119985933072973,4.5948335964205583e-4,0.032199969003736936,A1_asthma_vs_nonasthmatic
cg07378255,PRELID2,5,145796604,-0.03978717751673508,4.5954781064093105e-4,0.032199969003736936,A1_asthma_vs_nonasthmatic
cg00508772,NA,12,33472488,-0.03417719014040617,4.596117598451859e-4,0.032199969003736936,A1_asthma_vs_nonasthmatic
cg13041080,IL17F,6,52104618,-0.019757364743689526,4.596556582149814e-4,0.032199969003736936,A1_asthma_vs_nonasthmatic
cg17724331,NA,3,139041379,-0.04204867690796074,4.596603625812405e-4,0.032199969003736936,A1_asthma_vs_nonasthmatic
cg13326420,TSC22D2,3,150455275,-0.06875310482351873,4.596631352240102e-4,0.032199969003736936,A1_asthma_vs_nonasthmatic
cg16526848,NARS,18,57620630,-0.028525144859817803,4.5978372134731165e-4,0.03220194780706065,A1_asthma_vs_nonasthmatic
cg20797905,RPTOR,17,80773427,0.035947560943661215,4.597890461526488e-4,0.03220194780706065,A1_asthma_vs_nonasthmatic
cg00569982,COX7A2,6,75947572,-0.02341641978900205,4.59831931835406e-4,0.03220194780706065,A1_asthma_vs_nonasthmatic
cg20610798,NA,10,61071818,-0.05852137879453616,4.59840440037318e-4,0.03220194780706065,A1_asthma_vs_nonasthmatic
cg15423200,PXDNL,8,51677303,-0.05433163115572007,4.5992202042617153e-4,0.03220290602651636,A1_asthma_vs_nonasthmatic
cg17069705,SNX14,6,85561420,-0.042473883455890066,4.599778686519431e-4,0.03220290602651636,A1_asthma_vs_nonasthmatic
cg20311770,DTNB,2,25593786,-0.016761410233036116,4.600983933451581e-4,0.032203717108864875,A1_asthma_vs_nonasthmatic
cg12009994,CCDC6,10,59812750,-0.023759315206670364,4.6011354229501787e-4,0.032203717108864875,A1_asthma_vs_nonasthmatic
cg11881680,UBE2A,23,119578846,-0.036929623901069526,4.6012656933404615e-4,0.032203717108864875,A1_asthma_vs_nonasthmatic
cg05699966,NA,2,235177729,-0.01250047338221632,4.602170927591947e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg23021076,PRICKLE2,3,64216065,-0.04041870797207864,4.603224141325953e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg25307902,SNAP25,20,10218562,0.022618592942113637,4.603995928076683e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg11741485,NA,11,125112994,-0.013961028259226713,4.604296231475586e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg04326091,NA,10,60678287,-0.04355361065892944,4.6043959227863633e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg07972684,TBCA,5,77715956,-0.0389364794189855,4.6044036789582156e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg01794596,AKAP3,12,4644047,-0.04040995382229318,4.6046370838797863e-4,0.03220738660361314,A1_asthma_vs_nonasthmatic
cg04212229,AGTR1,3,148742344,-0.030490601461653936,4.6065925301416955e-4,0.03221751495716256,A1_asthma_vs_nonasthmatic
cg18319872,ITSN1,21,33760926,-0.017180778375962887,4.607172908801143e-4,0.03221896644401008,A1_asthma_vs_nonasthmatic
cg06889165,PRO1768,14,89576236,-0.03704578860532859,4.608496368504426e-4,0.03222494898814608,A1_asthma_vs_nonasthmatic
cg14214233,NA,1,90854926,-0.053987695837217055,4.609147111775308e-4,0.03222494898814608,A1_asthma_vs_nonasthmatic
cg27548659,CERS3,15,100529419,-0.060843256574801545,4.6098906895998125e-4,0.03222631442387108,A1_asthma_vs_nonasthmatic
cg15975187,XIRP2,2,167248546,-0.05219315686049404,4.6106773581074513e-4,0.03222631442387108,A1_asthma_vs_nonasthmatic
cg15414924,NA,14,35822295,-0.02062957061422187,4.6108292697345115e-4,0.03222631442387108,A1_asthma_vs_nonasthmatic
cg12077194,ATOH7,10,68233360,-0.057646316763276334,4.6108341071564036e-4,0.03222631442387108,A1_asthma_vs_nonasthmatic
cg15239796,EXOG,3,38505676,-0.03499874825482294,4.6123354450227884e-4,0.032228264419466184,A1_asthma_vs_nonasthmatic
cg13059274,ATP10A,15,25848237,-0.01032059220828013,4.6126048928887256e-4,0.032228264419466184,A1_asthma_vs_nonasthmatic
cg03720510,D21S2088E,21,23385676,-0.05870469585597603,4.613718626129879e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg02454350,LARS2-AS1,3,45504195,-0.061845685429674876,4.615459243425589e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg18565610,NA,4,68002901,-0.060887330932053965,4.6156845296009834e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg26848612,NA,1,104780977,0.01123011895855369,4.615917958506923e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg12930422,PRTG,15,55676439,-0.017629137031648257,4.616865969955464e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg00773446,KLHL7,7,23124888,-0.06863716392297299,4.617205673248527e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg18248065,LRRK1,15,101048363,-0.015786811161318602,4.6172167552354065e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg27411301,NA,10,9060957,-0.05723711225311029,4.618062085835741e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg20070619,PARD3,10,34337385,-0.025164375153532877,4.61820207667151e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg05105859,CSRNP3,2,165647078,-0.023834362070299854,4.618380203955072e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg14129439,PTPRZ1,7,121699262,-0.022712411041956142,4.6183837644585285e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg17370319,NA,2,33681215,-0.020618479425327785,4.6185632486725887e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg08074663,SNX9,6,157830633,-0.038291766775558414,4.6186312562661975e-4,0.032231280282362496,A1_asthma_vs_nonasthmatic
cg10505247,PFKFB2,1,207053130,0.010341371033340523,4.619598827971313e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg13370193,NA,4,158065544,-0.014797810997587892,4.6214154338703963e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg11755441,CALN1,7,72338579,-0.05419929682078035,4.62167752713743e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg02857147,HTN1,4,70049615,-0.058194231297770675,4.6219294651162634e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg14853923,NA,16,63059965,-0.03300921934127372,4.6223557326220623e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg27240495,NA,14,22146666,-0.01961152291654254,4.6225508159528767e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg00712146,MAGI1,3,65354863,-0.061462727531656415,4.623039589580986e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg22082668,WDR41,5,77464108,-0.04855623620984309,4.623408597386659e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg23424310,NA,18,32131782,-0.04484703756806615,4.6236417626314014e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg21543859,RUNX2,6,45423908,0.022618347322136266,4.6236875887414294e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg06326591,CUX1,7,102249881,-0.033004013849838275,4.623821601763296e-4,0.03223366154248916,A1_asthma_vs_nonasthmatic
cg14757280,LOC100507431,11,130850464,-0.046556840161172355,4.624199644878503e-4,0.032233696632419526,A1_asthma_vs_nonasthmatic
cg22097225,GOLPH3,5,32127661,-0.013544513736369052,4.6245747623464465e-4,0.03223371132465887,A1_asthma_vs_nonasthmatic
cg15372153,NA,10,23557728,-0.037477065351550314,4.625038589236304e-4,0.03223434427748795,A1_asthma_vs_nonasthmatic
cg14791247,NA,4,72974880,0.026746164788917753,4.625499946773008e-4,0.03223495991938539,A1_asthma_vs_nonasthmatic
cg09717993,C4orf22,4,80812024,-0.027692847947727205,4.6264402030320547e-4,0.032238912622615565,A1_asthma_vs_nonasthmatic
cg12457683,NA,2,220528705,-0.012477870668014203,4.6268643734978396e-4,0.032239045076563604,A1_asthma_vs_nonasthmatic
cg22629907,AAK1,2,69644008,0.019752573061765498,4.627205353741221e-4,0.032239045076563604,A1_asthma_vs_nonasthmatic
cg11485750,NA,4,113419582,-0.03281941168983294,4.627884337626359e-4,0.032240065265544585,A1_asthma_vs_nonasthmatic
cg11637017,NT5DC1,6,116245165,-0.06759675071790394,4.6282697021687093e-4,0.032240065265544585,A1_asthma_vs_nonasthmatic
cg20040863,NA,13,28129834,-0.010385131805787933,4.62870294028546e-4,0.032240065265544585,A1_asthma_vs_nonasthmatic
cg21772733,TAS2R16,7,122996720,-0.03868616696906615,4.6288441124896045e-4,0.032240065265544585,A1_asthma_vs_nonasthmatic
cg14559045,RAVER2,1,64777443,-0.022176993010155355,4.629648087950225e-4,0.03224306620324277,A1_asthma_vs_nonasthmatic
cg02898019,NA,4,127879060,-0.050902558207494134,4.6316233628140076e-4,0.032251624433702254,A1_asthma_vs_nonasthmatic
cg26445439,NA,3,170842337,-0.03053387064353448,4.632540548911985e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg05397362,NA,13,79693203,0.02718432311027235,4.632900729550905e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg05028576,PIN1P1,1,69919307,-0.01192352107384754,4.633353765998151e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg13192028,NA,4,63127749,-0.0500839650937802,4.6337320473963025e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg06620541,GALNT13,2,154245290,-0.032922756748554736,4.6340499905579935e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg13624704,NA,6,79574943,-0.01796485985080313,4.634481000384807e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg14158627,LINC00363,13,93055181,-0.05954318949247724,4.6347218546567454e-4,0.032255006524485264,A1_asthma_vs_nonasthmatic
cg05239163,UBAP2L,1,154191266,-0.01478086845016246,4.635137237788336e-4,0.03225529968037741,A1_asthma_vs_nonasthmatic
cg21212931,BCHE,3,165838144,-0.031174677629013128,4.637562687364358e-4,0.03226698125129859,A1_asthma_vs_nonasthmatic
cg00178648,PTPRG,3,62022696,-0.035762142726430406,4.638333109710981e-4,0.032267188987629876,A1_asthma_vs_nonasthmatic
cg26369045,FGGY,1,59568112,-0.012604068701257343,4.638970221475197e-4,0.03226898007589338,A1_asthma_vs_nonasthmatic
cg06460856,NA,8,98387898,-0.04959086972242685,4.640385051233681e-4,0.032276223621971085,A1_asthma_vs_nonasthmatic
cg21241829,RBMXL2,11,7087676,-0.06253571382479273,4.6413776920986143e-4,0.03227863025652686,A1_asthma_vs_nonasthmatic
cg10776397,SLC39A9,14,69461230,-0.017822274875761452,4.641478114586354e-4,0.03227863025652686,A1_asthma_vs_nonasthmatic
cg02703787,NA,15,93256789,0.03897644778908637,4.6440239374011776e-4,0.03229073737336441,A1_asthma_vs_nonasthmatic
cg01415686,LINC01192,3,163180191,-0.0532565858487859,4.644218233707014e-4,0.03229073737336441,A1_asthma_vs_nonasthmatic
cg03950798,NA,4,34667817,-0.06713993582298546,4.6443400560728466e-4,0.03229073737336441,A1_asthma_vs_nonasthmatic
cg20774834,MEIS1,2,66437277,0.01930697948029215,4.645227813470074e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg03082983,NA,9,111349540,-0.025222763661145477,4.6461751169457095e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg11661195,EFR3B,2,25115870,-0.04224348361394736,4.6468278374371593e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg04749142,CNST,1,246587005,-0.06326094126145142,4.6468306605293734e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg12328109,NA,3,153971351,-0.02444510655217835,4.6468880028849465e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg15888274,NA,7,54359766,-0.019038603176451178,4.647023875665062e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg25839932,NA,2,199066256,-0.04259923415757943,4.6473142716174306e-4,0.032293228710572094,A1_asthma_vs_nonasthmatic
cg23991188,NA,6,29639981,-0.018312143048007073,4.648354444572842e-4,0.032297859531933024,A1_asthma_vs_nonasthmatic
cg01076566,CWH43,4,48989948,-0.015910515810224686,4.649049103994763e-4,0.03230008909242067,A1_asthma_vs_nonasthmatic
cg25560831,PET112L,4,151745474,-0.02634172290527456,4.6496090242739886e-4,0.03230138224571441,A1_asthma_vs_nonasthmatic
cg00349361,NA,6,89769234,-0.02527704609552195,4.65128858484835e-4,0.032305842049492425,A1_asthma_vs_nonasthmatic
cg10037905,ITPR2,12,26834066,0.014710837467829958,4.651298479736394e-4,0.032305842049492425,A1_asthma_vs_nonasthmatic
cg21218433,DAW1,2,227884144,-0.03741727620327794,4.652179521499661e-4,0.032306253920467494,A1_asthma_vs_nonasthmatic
cg11191461,NA,5,127697000,-0.01101476598316159,4.652823668703714e-4,0.032308130807212954,A1_asthma_vs_nonasthmatic
cg04398218,SERPINB11,18,63701191,-0.05058763975548143,4.6549951212359025e-4,0.03231904705814874,A1_asthma_vs_nonasthmatic
cg04880751,KMO,1,241531864,0.025925429692954426,4.6551437563389e-4,0.03231904705814874,A1_asthma_vs_nonasthmatic
cg07307422,NA,7,70543800,-0.040897381928660596,4.658486422992074e-4,0.03233545102660226,A1_asthma_vs_nonasthmatic
cg03745610,NA,2,213252129,-0.029377803969981,4.658533986906895e-4,0.03233545102660226,A1_asthma_vs_nonasthmatic
cg21588452,NUDT6,4,122893959,-0.01804302324644676,4.658971596714743e-4,0.03233545102660226,A1_asthma_vs_nonasthmatic
cg18310593,NA,1,222641123,-0.01077046223418366,4.659368905742675e-4,0.03233545102660226,A1_asthma_vs_nonasthmatic
cg23659337,RGS6,14,72517014,0.016227598550783085,4.6596066277014396e-4,0.03233545102660226,A1_asthma_vs_nonasthmatic
cg11972626,DDX60L,4,168409736,-0.011893418283992622,4.6597516598269513e-4,0.03233545102660226,A1_asthma_vs_nonasthmatic
cg06103928,DLC1,8,12974556,-0.04073434292691883,4.6602006564110457e-4,0.03233597011112027,A1_asthma_vs_nonasthmatic
cg06097717,NA,2,58859807,-0.04101442616755421,4.6620467842854474e-4,0.032343585844041726,A1_asthma_vs_nonasthmatic
cg04474257,SLC7A11,4,138226619,-0.018206479505040795,4.6639116858095836e-4,0.032350879968019185,A1_asthma_vs_nonasthmatic
cg19502932,TPP1,11,6619432,0.014573554224494148,4.663936412502204e-4,0.032350879968019185,A1_asthma_vs_nonasthmatic
cg20409932,NA,23,27176510,-0.045107842138208024,4.664492944377254e-4,0.032350879968019185,A1_asthma_vs_nonasthmatic
cg21668391,STAU2,8,73587078,-0.044409434660542334,4.665154235853947e-4,0.032350879968019185,A1_asthma_vs_nonasthmatic
cg21887095,NA,2,139141461,-0.019030068309049766,4.665162941228168e-4,0.032350879968019185,A1_asthma_vs_nonasthmatic
cg12284306,LRP6,12,12147392,-0.01841753249992236,4.6653443625826834e-4,0.032350879968019185,A1_asthma_vs_nonasthmatic
cg01231800,BAALC,8,103210598,-0.051415514627137504,4.6662804041352465e-4,0.03235220758747195,A1_asthma_vs_nonasthmatic
cg01698650,LDHAL6B,15,59500449,-0.04097648900968182,4.66628458153485e-4,0.03235220758747195,A1_asthma_vs_nonasthmatic
cg09180903,NEK1,4,169585461,-0.04691311447808612,4.667611478676272e-4,0.0323578344422919,A1_asthma_vs_nonasthmatic
cg21091421,NA,14,34526480,-0.039369967632803794,4.667845056860492e-4,0.0323578344422919,A1_asthma_vs_nonasthmatic
cg23181703,NA,7,95477184,0.024784804350492327,4.6686231820585583e-4,0.03236063255011043,A1_asthma_vs_nonasthmatic
cg15740681,NA,5,143273501,-0.024228476241366592,4.670202916161479e-4,0.032368986127741216,A1_asthma_vs_nonasthmatic
cg14803324,NA,12,63754912,-0.0298773493950574,4.6706808720039714e-4,0.03236970259767404,A1_asthma_vs_nonasthmatic
cg07230890,NA,2,175233953,-0.027206119914892232,4.671160078153104e-4,0.032370301838628934,A1_asthma_vs_nonasthmatic
cg04495891,CHD9,16,53111474,-0.01932925342863745,4.671908788800758e-4,0.032370301838628934,A1_asthma_vs_nonasthmatic
cg10015175,ALG1,16,5074730,-0.059829830012024396,4.6719326592891265e-4,0.032370301838628934,A1_asthma_vs_nonasthmatic
cg12459926,NA,3,144161769,-0.06282751191890604,4.6722656990115014e-4,0.032370301838628934,A1_asthma_vs_nonasthmatic
cg07819127,NA,2,80853095,-0.02726593730688363,4.6733878933552915e-4,0.03237288573001012,A1_asthma_vs_nonasthmatic
cg13861749,NETO1,18,72865843,-0.018524139642888852,4.6739430747163804e-4,0.03237350846619413,A1_asthma_vs_nonasthmatic
cg23205034,PGCP,8,97104219,-0.05252659642292535,4.674227047240579e-4,0.03237350846619413,A1_asthma_vs_nonasthmatic
cg02786790,ADARB1,21,46519669,-0.027351548016163893,4.675466210176204e-4,0.0323778844676705,A1_asthma_vs_nonasthmatic
cg12183347,XKR9,8,70674774,-0.06043290521129493,4.675608229478843e-4,0.0323778844676705,A1_asthma_vs_nonasthmatic
cg27353957,CLEC3A,16,78021745,-0.016990861983512035,4.676208170402575e-4,0.03237944425376384,A1_asthma_vs_nonasthmatic
cg18421074,RIMS2,8,103764473,0.01976675387256415,0.00046775973004852163,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg15806989,NA,8,59302410,-0.07154756198221252,4.678088482630008e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg13246136,NA,10,129329005,-0.038353329139946934,4.679272009150933e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg06745511,CLNK,4,10584150,0.015846161730697715,4.679359469760501e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg19652717,INTS12,4,105694713,-0.06267594460165773,4.6798873150987434e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg16820490,NA,12,57722826,-0.019149705754680536,4.6803767912680783e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg20046236,NA,7,54694069,-0.026911950498201945,4.6804027742909367e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg15427040,SYCN,19,39205494,-0.04004023370782399,4.6804227173025717e-4,0.03238008687857219,A1_asthma_vs_nonasthmatic
cg22521416,SLC10A4,4,48487204,-0.04499041437765489,4.681328070761678e-4,0.03238116557275951,A1_asthma_vs_nonasthmatic
cg07377928,PCAT1,8,127016780,-0.011542359982407073,4.682989968408234e-4,0.03238403553788276,A1_asthma_vs_nonasthmatic
cg20599009,NA,11,6923973,-0.06175312113874646,4.683565625342789e-4,0.03238403553788276,A1_asthma_vs_nonasthmatic
cg21589858,C3orf26,3,99848105,-0.01564103294792002,4.6837917279842064e-4,0.03238403553788276,A1_asthma_vs_nonasthmatic
cg10064325,NA,12,124776758,-0.0387869122232783,4.683902463721427e-4,0.03238403553788276,A1_asthma_vs_nonasthmatic
cg16796951,C20orf152,20,34555073,0.03487855368389692,4.68399147589772e-4,0.03238403553788276,A1_asthma_vs_nonasthmatic
cg03657737,SOX5,12,23944397,-0.053901311080835096,4.6851075608983814e-4,0.03238916055172367,A1_asthma_vs_nonasthmatic
cg23403730,CMSS1,3,100158927,-0.01166163479426527,4.68564352925503e-4,0.03239001845474452,A1_asthma_vs_nonasthmatic
cg12762851,NA,5,52482071,-0.02992754870818337,4.685981294045677e-4,0.03239001845474452,A1_asthma_vs_nonasthmatic
cg26967115,RBM47,4,40541810,-0.017509086124800493,4.68676673353709e-4,0.03239285648499995,A1_asthma_vs_nonasthmatic
cg01485377,NA,11,91794432,-0.038545665889373595,4.687152673449186e-4,0.03239293311793395,A1_asthma_vs_nonasthmatic
cg22636631,THBS4,5,79334767,-0.030789063322728266,4.689695981071272e-4,0.03240640867438207,A1_asthma_vs_nonasthmatic
cg07199500,NA,15,34818835,-0.01628987795857145,4.6899975163307696e-4,0.03240640867438207,A1_asthma_vs_nonasthmatic
