probeID,gene,chromosome,position,beta_delta,p_value,FDR,comparison
cg22022320,ACO1,9,32426876,-0.03911726099863151,4.8306523096410935e-5,0.030118454939978143,C1_severe_atopic_vs_rest
cg16693243,STIM1,11,4057582,-0.03177723268972137,4.842561538759527e-5,0.030170938996698798,C1_severe_atopic_vs_rest
cg08662413,UGT1A7,2,233680883,-0.03399948186003959,4.860595391591277e-5,0.030261478593907674,C1_severe_atopic_vs_rest
cg23350385,CCRL2,3,46406643,0.11100652854174989,4.8710679920941854e-5,0.030289553459335056,C1_severe_atopic_vs_rest
cg22209584,NA,11,60831457,-0.04564065953174826,4.874205120173774e-5,0.030289553459335056,C1_severe_atopic_vs_rest
cg06350257,LOC339524,1,87131686,-0.019994970239044643,4.875620129553026e-5,0.030289553459335056,C1_severe_atopic_vs_rest
cg15733114,ART4,12,14843581,-0.0221309344343123,4.8856853133988884e-5,0.030330278268277847,C1_severe_atopic_vs_rest
cg09722826,CYLD,16,50746337,-0.027941691372886244,4.890511808859747e-5,0.030338446235820302,C1_severe_atopic_vs_rest
cg24636814,STAT4,2,191115515,-0.04449512955739709,4.894870910208147e-5,0.03034370507028831,C1_severe_atopic_vs_rest
cg21858187,C6orf106,6,34681432,-0.07781757842816099,4.917172411421087e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg02694732,NA,17,48009691,-0.011111995970016202,4.9185684102739725e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg16811525,POU6F2,7,39263002,-0.051742579851203056,4.919910648172431e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg20003176,IFRD1,7,112451866,-0.0420158459972651,4.927182003066794e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg08467103,SPRED2,2,65366799,0.08381909484856562,4.928837618055916e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg02202133,DENND1A,9,123550043,-0.11257481667790618,4.932114942372587e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg27383562,TFB1M,6,155263716,-0.03300588663305714,4.9340163757747175e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg14392652,BCL6B,17,7024105,-0.06002395199289079,4.935651766538496e-5,0.030421921150911375,C1_severe_atopic_vs_rest
cg05641051,TEX41,2,144825424,0.11921612586792182,4.9451763195719924e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg06346070,NSDHL,23,152843967,-0.045611126572956705,4.948146160199865e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg10684486,NA,10,12875286,-0.058117220597706416,4.948545048199727e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg01103684,LRRFIP2,3,37139020,-0.045870889500623596,4.959885156560366e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg14609598,NA,17,82489612,-0.022545431548433446,4.961230083975245e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg17016127,TMEM123,11,102430761,-0.06098172930509485,4.963850054325092e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg16578938,MGAT4B,5,179798558,-0.021627140987746,4.964267907098508e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg16959075,PDE8A,15,85567463,-0.057032293750356344,4.96646658252927e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg01357222,NA,6,137298006,0.09617817400716813,4.9682091866165496e-5,0.030427270765648932,C1_severe_atopic_vs_rest
cg27014783,NA,2,2709137,-0.04770289674414865,4.9740525015385e-5,0.03043613832513584,C1_severe_atopic_vs_rest
cg15698552,NA,1,114081449,-0.06521630860397173,4.976701257813086e-5,0.03043613832513584,C1_severe_atopic_vs_rest
cg08625794,NA,15,89760415,-0.04489003650807564,4.983543936813544e-5,0.03045643182521427,C1_severe_atopic_vs_rest
cg19392375,NA,9,134993788,-0.02750316523279746,4.991557417474023e-5,0.030483846822791608,C1_severe_atopic_vs_rest
cg04259443,PIGL,17,16289516,-0.019918704260560686,4.9976956167826615e-5,0.03049191342751272,C1_severe_atopic_vs_rest
cg00204065,KCNQ1,11,2718990,-0.015436687410528999,4.999935350121914e-5,0.03049191342751272,C1_severe_atopic_vs_rest
cg07297063,FIG4,6,109760253,-0.042061291321131546,5.009468518042464e-5,0.03050547850452302,C1_severe_atopic_vs_rest
cg04790775,LOC101926913,2,171600940,0.08784347212613683,5.012641715000252e-5,0.03050547850452302,C1_severe_atopic_vs_rest
cg20161212,NA,2,69273264,0.029836357270616568,5.0127500111580705e-5,0.03050547850452302,C1_severe_atopic_vs_rest
cg12060026,TMEM11,17,21200415,-0.05713601871541194,5.0289159776965597e-5,0.030539699903410687,C1_severe_atopic_vs_rest
cg24288804,NAA16,13,41361403,-0.02339089283858232,5.034451090724733e-5,0.030539699903410687,C1_severe_atopic_vs_rest
cg21086803,ADA,20,44636474,-0.04579604667040215,5.034863133012101e-5,0.030539699903410687,C1_severe_atopic_vs_rest
cg19368946,NA,11,59289903,0.06207000184600898,5.036043700918384e-5,0.030539699903410687,C1_severe_atopic_vs_rest
cg00916117,ZNF451,6,57169795,-0.01699961740255776,5.048369452971449e-5,0.030592977275765664,C1_severe_atopic_vs_rest
cg09176594,YEATS2,3,183776239,-0.04164312361956528,5.0549591912109564e-5,0.030611444253702387,C1_severe_atopic_vs_rest
cg24869851,ZNF789,7,99081553,-0.046952773237704755,5.0730642733788295e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg14706607,WBP1L,10,102760767,-0.02276336757376785,5.0734949726048326e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg07564598,WSB1,17,25619946,-0.03712612945050294,5.078645688879404e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg18879772,LOC100130264,20,19265634,-0.01910129730822851,5.079989978106609e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg16985652,NR0B2,1,27241897,-0.06555650013774064,5.082363918497679e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg09934309,COG7,16,23450400,-0.011458372296691758,5.085038728872977e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg05728440,RHOH,4,40192585,-0.04443133500052881,5.085363287398663e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg02597924,PTPRK,6,128456021,0.07441694867994264,5.0860334152427656e-5,0.030627916012884088,C1_severe_atopic_vs_rest
cg16500060,NA,7,128921213,-0.044718067539214125,5.11546614720891e-5,0.030783706838738673,C1_severe_atopic_vs_rest
cg23960125,MN1,22,27793316,-0.042984174445992715,5.12111017041867e-5,0.030789911949763233,C1_severe_atopic_vs_rest
cg08824724,NA,19,51469117,-0.07247667203214488,5.126637015194058e-5,0.030789911949763233,C1_severe_atopic_vs_rest
cg26312950,TNRC18,7,5391498,-0.01202614513261435,5.127186339406643e-5,0.030789911949763233,C1_severe_atopic_vs_rest
cg09762120,PLEKHA8,7,30068685,-0.03321254996039189,5.146000236395571e-5,0.030864981430738812,C1_severe_atopic_vs_rest
cg12787836,DOPEY2,21,36164387,-0.05326540016376108,5.1468304466916274e-5,0.030864981430738812,C1_severe_atopic_vs_rest
cg20555018,TCF12,15,57143470,-0.014760667813334115,5.171278372591979e-5,0.03099008701964011,C1_severe_atopic_vs_rest
cg04948529,NA,2,45259350,-0.03553182538804404,5.1908842721782777e-5,0.031086022353232177,C1_severe_atopic_vs_rest
cg20062300,NA,12,32000613,-0.029279100201010985,5.197261405629499e-5,0.031087048335192446,C1_severe_atopic_vs_rest
cg06637168,PHF21A,11,46027112,-0.04862535967145055,5.198250405525079e-5,0.031087048335192446,C1_severe_atopic_vs_rest
cg17542165,NA,9,89304565,-0.050193289441468995,5.2068285274755645e-5,0.031114322068573876,C1_severe_atopic_vs_rest
cg13713152,MAPRE2,18,35085788,-0.07116059856135222,5.213361045336863e-5,0.031114322068573876,C1_severe_atopic_vs_rest
cg00637085,NA,5,127616699,-0.038883936365239985,5.2170942239112536e-5,0.031114322068573876,C1_severe_atopic_vs_rest
cg27515052,NA,8,8655594,-0.026353152332934855,5.217213253844641e-5,0.031114322068573876,C1_severe_atopic_vs_rest
cg01137366,CHD9,16,53086208,-0.0808995960911718,5.224159990045752e-5,0.03112604436054119,C1_severe_atopic_vs_rest
cg12149081,ACOXL,2,111033022,0.09516922955071519,5.2294535229086764e-5,0.03112604436054119,C1_severe_atopic_vs_rest
cg25595500,NA,6,113039167,-0.03740911558621758,5.2299845873765036e-5,0.03112604436054119,C1_severe_atopic_vs_rest
cg04557631,NA,3,101201526,-0.030878689033269756,5.238717243640985e-5,0.031149994689653227,C1_severe_atopic_vs_rest
cg21897843,GAB2,11,78365167,-0.029663827530888448,5.242584672944059e-5,0.031149994689653227,C1_severe_atopic_vs_rest
cg26592446,NA,1,99768757,-0.047856217513249116,5.256276705793343e-5,0.031149994689653227,C1_severe_atopic_vs_rest
cg24475948,RALGPS2,1,178876343,-0.02955693777728643,5.257213207780792e-5,0.031149994689653227,C1_severe_atopic_vs_rest
cg08877322,NA,3,157108024,-0.04032406887966491,5.260853462393551e-5,0.031149994689653227,C1_severe_atopic_vs_rest
cg23452498,NA,5,145510044,-0.04432736313233962,5.262846379675533e-5,0.031149994689653227,C1_severe_atopic_vs_rest
cg01191788,SETD1A,16,30956172,-0.06836850677618456,5.268044937657845e-5,0.03115942210107394,C1_severe_atopic_vs_rest
cg11235829,ATP6V0B,1,43974105,-0.028678169245346562,5.283192486288972e-5,0.031187913540478288,C1_severe_atopic_vs_rest
cg05208050,MOGS,2,74463399,-0.024783324372055864,5.285549923867565e-5,0.031187913540478288,C1_severe_atopic_vs_rest
cg26443922,UNKL,16,1399478,-0.02323001749467798,5.2891409058424346e-5,0.031187913540478288,C1_severe_atopic_vs_rest
cg27658938,VWA2,10,114266625,-0.07712361374682689,5.289858577182291e-5,0.031187913540478288,C1_severe_atopic_vs_rest
cg06197356,MAN1A1,6,119648085,-0.06200432609949493,5.290907299912651e-5,0.031187913540478288,C1_severe_atopic_vs_rest
cg22710238,NA,4,12224722,-0.024818401923944966,5.304477755727732e-5,0.03124659210339217,C1_severe_atopic_vs_rest
cg08667065,GFOD1,6,13414033,-0.07755936133527329,5.314935683477265e-5,0.03128686853370739,C1_severe_atopic_vs_rest
cg04827805,FARS2,6,5567418,-0.04898063387822712,5.332903550592453e-5,0.03137126799898958,C1_severe_atopic_vs_rest
cg27479358,NA,8,20112025,0.09012549313960673,5.344007609631854e-5,0.03141520315563664,C1_severe_atopic_vs_rest
cg04915788,NA,12,25003954,-0.01834488435732878,5.361266695775639e-5,0.03148327188680438,C1_severe_atopic_vs_rest
cg16622231,AKAP2,9,110156073,-0.01903164769722875,5.3628732233884836e-5,0.03148327188680438,C1_severe_atopic_vs_rest
cg17879351,ACCS,11,44071437,-0.0598289046521114,5.37294912262447e-5,0.031521009709532796,C1_severe_atopic_vs_rest
cg11398517,GTSF1L,20,43726985,-0.04735722748023391,5.3766167978534314e-5,0.0315211272666122,C1_severe_atopic_vs_rest
cg13892721,SEC31A,4,83813288,-0.03192715841417602,5.3871513475883055e-5,0.031561475330990706,C1_severe_atopic_vs_rest
cg03512256,RPS6KA2,6,166721763,-0.04477411428007998,5.393460393536575e-5,0.031577029715416115,C1_severe_atopic_vs_rest
cg00527937,TMED3,15,79317077,-0.0799539798250967,5.410653161390581e-5,0.031656240695477275,C1_severe_atopic_vs_rest
cg23532980,GJB3,1,34785134,-0.038533234063910037,5.4144929827265546e-5,0.031657272936462234,C1_severe_atopic_vs_rest
cg03195969,NA,10,6001443,-0.03454652053046549,5.4235055700208475e-5,0.03168852728427759,C1_severe_atopic_vs_rest
cg13174688,MTCL1,18,8801437,-0.058521328915544166,5.4437627300643376e-5,0.031785394937233494,C1_severe_atopic_vs_rest
cg07908654,NA,13,41056916,-0.0709384136578603,5.4567869788758976e-5,0.03181104513003614,C1_severe_atopic_vs_rest
cg02134155,CD99L2,23,150042643,-0.06745332231984778,5.4637088545776714e-5,0.03181104513003614,C1_severe_atopic_vs_rest
cg12167751,REPS1,6,138986276,-0.03648005375231781,5.464519846440581e-5,0.03181104513003614,C1_severe_atopic_vs_rest
cg00173498,NA,8,60999902,0.06436603706134995,5.466561671801219e-5,0.03181104513003614,C1_severe_atopic_vs_rest
cg05026674,TOP1,20,41076084,-0.0561998600399328,5.48393097054497e-5,0.03187531570277332,C1_severe_atopic_vs_rest
cg17738684,IL1RL1,2,102310818,-0.0394819363057729,5.487694740637227e-5,0.03187531570277332,C1_severe_atopic_vs_rest
cg04579314,NA,3,150734126,-0.04262386473202502,5.488672104644403e-5,0.03187531570277332,C1_severe_atopic_vs_rest
cg26423824,KSR1,17,25898825,-0.047504443775500914,5.494838740207051e-5,0.03187722620228655,C1_severe_atopic_vs_rest
cg06723828,PSMD13,11,251223,-0.03583322118816113,5.4963787668612655e-5,0.03187722620228655,C1_severe_atopic_vs_rest
cg25161908,INTS8,8,94853721,-0.026906269126544785,5.509566857914925e-5,0.03193228182026089,C1_severe_atopic_vs_rest
cg14786790,FAM13A,4,88845503,0.09241091670441148,5.525345596853129e-5,0.0320022684196503,C1_severe_atopic_vs_rest
cg00924612,MIB1,18,21754420,-0.04721595157419286,5.544598704688649e-5,0.032092270997013436,C1_severe_atopic_vs_rest
cg16246573,CAPN10,2,240591974,-0.017852950851840577,5.549845824253189e-5,0.03210114035287846,C1_severe_atopic_vs_rest
cg20163101,PIK3CB,3,138688912,-0.040123589031290936,5.554043191709406e-5,0.03210392998128473,C1_severe_atopic_vs_rest
cg27647944,NA,2,217218007,-0.028203156337503393,5.570199463654825e-5,0.03217579550077703,C1_severe_atopic_vs_rest
cg18749651,BACH2,6,90274216,-0.03514338964433728,5.5834385690825036e-5,0.03223072549331853,C1_severe_atopic_vs_rest
cg07416546,GALC,14,87994007,-0.03172991621805484,5.588260594178095e-5,0.03223702649519485,C1_severe_atopic_vs_rest
cg24287994,USP6NL,10,11601805,-0.05381495841282714,5.60368605455732e-5,0.0322830672177803,C1_severe_atopic_vs_rest
cg11215612,KCNJ6,21,37828039,-0.041112040309511245,5.603713331297093e-5,0.0322830672177803,C1_severe_atopic_vs_rest
cg04939326,FAM168A,11,73567008,-0.0255881605339395,5.608187360057819e-5,0.032287317278938604,C1_severe_atopic_vs_rest
cg08830502,NA,16,87554953,0.07505163101085231,5.6255826884774854e-5,0.03234539591486332,C1_severe_atopic_vs_rest
cg26749306,METRNL,17,83085906,-0.04735787930999098,5.6285137767137454e-5,0.03234539591486332,C1_severe_atopic_vs_rest
cg08244199,AHI1,6,135299531,-0.03279593767988148,5.629504468653019e-5,0.03234539591486332,C1_severe_atopic_vs_rest
cg15244958,NA,1,39950107,-0.02826519466176144,5.640461892306318e-5,0.03237843425945805,C1_severe_atopic_vs_rest
cg11960010,ALMS1,2,73504233,-0.04558965738850694,5.6427482659004236e-5,0.03237843425945805,C1_severe_atopic_vs_rest
cg13869641,SMARCC1,3,47643256,-0.030411526244866264,5.648842617942236e-5,0.032391526052931954,C1_severe_atopic_vs_rest
cg23510407,LOC100131303,16,68016287,-0.05055181440693327,5.6525265564184756e-5,0.032391526052931954,C1_severe_atopic_vs_rest
cg08820720,NA,6,88983993,-0.023680467583192994,5.664073359809345e-5,0.032436185036620054,C1_severe_atopic_vs_rest
cg01749347,TFR2,7,100633362,0.02314174052498181,5.676951108446773e-5,0.032488401683884074,C1_severe_atopic_vs_rest
cg18844120,CYP2R1,11,14893677,-0.010627780812537601,5.68386862670334e-5,0.03250216379785085,C1_severe_atopic_vs_rest
cg15331859,PPP2R5C,14,101833025,-0.01629155804362039,5.6868781953117605e-5,0.03250216379785085,C1_severe_atopic_vs_rest
cg04509293,CTNND1,11,57816123,-0.06942854889731791,5.6908578154461675e-5,0.03250341151971868,C1_severe_atopic_vs_rest
cg05581314,TRIM26,6,30209039,-0.0555947852058355,5.703323924018801e-5,0.032535942167894946,C1_severe_atopic_vs_rest
cg05499338,CMIP,16,81484060,-0.05536082896112301,5.704083585336936e-5,0.032535942167894946,C1_severe_atopic_vs_rest
cg14468280,ZNFX1,20,49246439,-0.03317144971311157,5.712691648227055e-5,0.03254482682119973,C1_severe_atopic_vs_rest
cg02150868,GM2A,5,151258320,0.1127090857133399,5.714793765238329e-5,0.03254482682119973,C1_severe_atopic_vs_rest
cg00851361,NA,1,234699876,-0.06558642152271388,5.716939510014579e-5,0.03254482682119973,C1_severe_atopic_vs_rest
cg02702241,LINC00824,8,128524920,-0.02036369361497466,5.732067978888013e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg26641425,CMTR1,6,37456599,-0.011186811450984848,5.737589035574644e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg08397390,UXS1,2,106178796,-0.02493193730663503,5.746902674517523e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg26724455,VTI1A,10,112677764,-0.0637313022914536,5.7501746914538076e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg14563948,HNRNPLL,2,38600322,-0.04990886217483075,5.751931855509509e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg18700007,NA,12,66291160,-0.08483850576949475,5.7530671564829943e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg03401618,DNMT3A,2,25259501,-0.02194719380154812,5.7534362950263494e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg00734053,PGAP1,2,196928129,-0.06198403081585483,5.7544486149690095e-5,0.03258662044248165,C1_severe_atopic_vs_rest
cg08223760,ERMAP,1,42825538,-0.041194303934491715,5.7628176786701744e-5,0.03261264192965415,C1_severe_atopic_vs_rest
cg15515095,HS2ST1,1,87098027,-0.029921912292086437,5.7740216790154675e-5,0.03265466218563203,C1_severe_atopic_vs_rest
cg17474790,MYOM2,8,2082244,-0.11883007296140086,5.781571000617017e-5,0.03267597216040024,C1_severe_atopic_vs_rest
cg06801957,N4BP2L2,13,33042799,-0.05736988954540824,5.7935294837642636e-5,0.0327107806284148,C1_severe_atopic_vs_rest
cg12561552,NA,1,17121855,-0.054589961531132165,5.798037613662604e-5,0.0327107806284148,C1_severe_atopic_vs_rest
cg19074669,LINC00299,2,8119938,-0.08099846749117447,5.803273645838504e-5,0.0327107806284148,C1_severe_atopic_vs_rest
cg08376577,NA,12,29121779,-0.025732622719994977,5.8052657803442114e-5,0.0327107806284148,C1_severe_atopic_vs_rest
cg06281325,NA,6,106798128,-0.03768418520084797,5.8126039687976727e-5,0.03272295338660877,C1_severe_atopic_vs_rest
cg09701162,NA,8,85978722,0.05468690824536557,5.817464083839685e-5,0.03272899233709786,C1_severe_atopic_vs_rest
cg13836802,NA,9,16337712,-0.033022959478381124,5.821752166693828e-5,0.03273180727620562,C1_severe_atopic_vs_rest
cg00359030,BCAS3,17,61218827,-0.016731362410926497,5.83205421339649e-5,0.03276840905471394,C1_severe_atopic_vs_rest
cg01131089,NA,5,179780290,-0.02804290937145093,5.8438678986708e-5,0.03279362418195014,C1_severe_atopic_vs_rest
cg04933135,AGER,6,32182286,-0.05083970830179836,5.844131731478168e-5,0.03279362418195014,C1_severe_atopic_vs_rest
cg17918185,NA,5,122154979,-0.047540569633749544,5.8545408449553466e-5,0.032821070923349044,C1_severe_atopic_vs_rest
cg13461342,DNM2,19,10760316,-0.03256293094320277,5.856619132259629e-5,0.032821070923349044,C1_severe_atopic_vs_rest
cg13657404,NA,16,15475561,-0.034955609254174604,5.8617572304185235e-5,0.0328285757237889,C1_severe_atopic_vs_rest
cg01865132,XPC,3,14175444,-0.06909773411968458,5.87465431044406e-5,0.03286427516550405,C1_severe_atopic_vs_rest
cg01157771,ST5,11,8697619,-0.05076194085229528,5.877155355985781e-5,0.03286427516550405,C1_severe_atopic_vs_rest
cg11491420,THAP4,2,241603872,-0.01764794933056651,5.880997830702924e-5,0.03286427516550405,C1_severe_atopic_vs_rest
cg10611310,NDST2,10,75569127,-0.0479020558985576,5.88446409143316e-5,0.03286427516550405,C1_severe_atopic_vs_rest
cg09646173,PDE6A,5,149938106,-0.07971612930969553,5.887435519425464e-5,0.03286427516550405,C1_severe_atopic_vs_rest
cg07406419,RBKS,2,27825622,-0.03627897707894443,5.890949998537964e-5,0.03286427516550405,C1_severe_atopic_vs_rest
cg14937228,FAM107B,10,14520036,-0.041933098737452656,5.920098021828185e-5,0.03298841595497594,C1_severe_atopic_vs_rest
cg04141129,BICD1,12,32377762,-0.04284640878360265,5.920837207593998e-5,0.03298841595497594,C1_severe_atopic_vs_rest
cg26831409,MIDN,19,1257078,-0.05775582711783798,5.92640556723986e-5,0.032998165101426925,C1_severe_atopic_vs_rest
cg18409302,CD81,11,2376073,-0.05810222324397352,5.933385899479651e-5,0.03301575847911874,C1_severe_atopic_vs_rest
cg24804622,TGFA,2,70514828,-0.054796730385745285,5.939113544568793e-5,0.03302636324173882,C1_severe_atopic_vs_rest
cg10579797,SERF2,15,44087326,-0.025984634154698996,5.951277001655093e-5,0.033072719765493586,C1_severe_atopic_vs_rest
cg08404225,IL5RA,3,3110215,-0.0740201258127287,5.9556516335151234e-5,0.03307576009257944,C1_severe_atopic_vs_rest
cg22393378,SORD,15,45361788,-0.0626923467176599,5.9735867007070606e-5,0.033154058410978855,C1_severe_atopic_vs_rest
cg21211696,GON4L,1,155771334,-0.04316354179808932,5.9775138530892306e-5,0.033154560662225704,C1_severe_atopic_vs_rest
cg18135530,ADIPOR2,12,1781809,-0.04081625189720765,5.9848785880062415e-5,0.03317411675165343,C1_severe_atopic_vs_rest
cg13400109,EYA3,1,28058379,-0.03638818810423311,5.993750232602618e-5,0.0332019951987437,C1_severe_atopic_vs_rest
cg22759096,C6orf134,6,30626519,-0.03656163035572364,6.006820834303028e-5,0.033221793699336574,C1_severe_atopic_vs_rest
cg07467736,NA,22,42335749,-0.03262114146444988,6.007649635001607e-5,0.033221793699336574,C1_severe_atopic_vs_rest
cg01063112,PARN,16,14523397,-0.04529526603138031,6.016191824834956e-5,0.033221793699336574,C1_severe_atopic_vs_rest
cg00014825,PITPNC1,17,65602810,-0.05382567057435762,6.016827491311572e-5,0.033221793699336574,C1_severe_atopic_vs_rest
cg08758734,SYNDIG1,20,24650311,-0.08396298248436894,6.019033536806826e-5,0.033221793699336574,C1_severe_atopic_vs_rest
cg27462081,MAPK13,6,36109728,-0.04070905686880713,6.020390965149775e-5,0.033221793699336574,C1_severe_atopic_vs_rest
cg03424239,CACNA1F,23,49209730,-0.05263332810762282,6.0338537549628796e-5,0.033274835928900334,C1_severe_atopic_vs_rest
cg15794584,MFSD6,2,190467274,-0.0676998518590025,6.0399792842258286e-5,0.03328737358687703,C1_severe_atopic_vs_rest
cg10363371,AXIN1,16,357654,-0.0615201115327581,6.044790924278655e-5,0.03329265880686583,C1_severe_atopic_vs_rest
cg26123466,NA,3,122355441,-0.08254438336762368,6.053894713250292e-5,0.03332156193786412,C1_severe_atopic_vs_rest
cg12703853,ATXN1,6,16518766,-0.023741483217592257,6.0607001010457225e-5,0.03333778557427666,C1_severe_atopic_vs_rest
cg01003257,CHST11,12,104662433,-0.04358170701719736,6.079339227113724e-5,0.03339779498912129,C1_severe_atopic_vs_rest
cg23490695,PREX1,20,48798605,-0.021489817090131334,6.089008741053585e-5,0.0334058430211398,C1_severe_atopic_vs_rest
cg27093563,PHF21A,11,45997766,-0.0512660407731433,6.090749865513288e-5,0.0334058430211398,C1_severe_atopic_vs_rest
cg18752801,NA,14,22508630,-0.031185472713746575,6.092401406386415e-5,0.0334058430211398,C1_severe_atopic_vs_rest
cg09680794,NA,11,128628441,-0.030567644111739484,6.1003178138730965e-5,0.033424171105930295,C1_severe_atopic_vs_rest
cg09880969,ASPH,8,61661300,0.0795541568311588,6.104600186657059e-5,0.033424171105930295,C1_severe_atopic_vs_rest
cg02233915,HSD17B12,11,43738802,-0.06037249326982064,6.107347570365392e-5,0.033424171105930295,C1_severe_atopic_vs_rest
cg10671836,NA,12,8886667,-0.04686093760111524,6.114773235820609e-5,0.03344362988152438,C1_severe_atopic_vs_rest
cg16745930,HPSE2,10,98461052,-0.046599940646081216,6.126472383754759e-5,0.03347766802854219,C1_severe_atopic_vs_rest
cg06259584,PCNA,20,5122947,-0.06609857773314633,6.128744806602745e-5,0.03347766802854219,C1_severe_atopic_vs_rest
cg20772106,CCNY,10,35365155,-0.04125431620753334,6.14609183802811e-5,0.033551216386706675,C1_severe_atopic_vs_rest
cg02969453,LRRN2,1,204653411,-0.04718184058745058,6.161849875366202e-5,0.033616003115514236,C1_severe_atopic_vs_rest
cg18270217,RHOBTB2,8,22995315,0.08006753556150446,6.166548215689324e-5,0.03362040992860795,C1_severe_atopic_vs_rest
cg06737870,PHACTR4,1,28437642,0.06703680950103252,6.183810813379833e-5,0.03369326911730019,C1_severe_atopic_vs_rest
cg10054083,NA,16,4152450,-0.061172346370359384,6.195010556653005e-5,0.033733023078467594,C1_severe_atopic_vs_rest
cg13947871,LOC102724601,1,174157408,-0.08077992152302217,6.203700606781054e-5,0.03375630291141054,C1_severe_atopic_vs_rest
cg18197808,NA,12,46382573,-0.029674759832404786,6.213352611348939e-5,0.03375630291141054,C1_severe_atopic_vs_rest
cg09994537,ZHX3,20,41262325,-0.05158518652041914,6.216825619678624e-5,0.03375630291141054,C1_severe_atopic_vs_rest
cg04004607,TMEM8A,16,372053,-0.05045845866884125,6.218521573069802e-5,0.03375630291141054,C1_severe_atopic_vs_rest
cg23818739,FARP2,2,241372949,-0.048104168319359396,6.218817318592744e-5,0.03375630291141054,C1_severe_atopic_vs_rest
cg19671311,MLXIP,12,122112216,-0.06758467289973082,6.22736252856929e-5,0.033781467569291956,C1_severe_atopic_vs_rest
cg16953142,CYSTM1,5,140217618,-0.035975989350840676,6.235893029089408e-5,0.03378754659954381,C1_severe_atopic_vs_rest
cg04657066,NA,1,23198642,-0.016559649436246136,6.236302968259331e-5,0.03378754659954381,C1_severe_atopic_vs_rest
cg10354401,CHMP3,2,86561902,-0.0354646376412355,6.244300104938531e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg09569409,NA,2,64483096,-0.07002950526042806,6.249167979615354e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg02195201,NA,11,19114404,-0.03979666051753988,6.252740344721081e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg21486973,NA,3,151974354,-0.0775110267275708,6.256636683846074e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg26922243,NA,12,106416232,-0.028175439555105073,6.261540535406982e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg23029518,ATG10,5,82111363,-0.04314024036726382,6.265440103369933e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg21746109,LFNG,7,2518453,-0.011598275916499617,6.266133150270527e-5,0.03380082081193868,C1_severe_atopic_vs_rest
cg10897344,TMEM180,10,102467356,-0.07269689806670422,6.281015223201197e-5,0.033859961741483216,C1_severe_atopic_vs_rest
cg09779536,NA,1,28096488,-0.033881565696055854,6.294979504088111e-5,0.033914084341750306,C1_severe_atopic_vs_rest
cg15046472,SLC38A1,12,46210996,-0.03750647163108868,6.307281525210823e-5,0.033944132489285614,C1_severe_atopic_vs_rest
cg26408927,CACNA1D,3,53725696,-0.041818979286469916,6.308412961816057e-5,0.033944132489285614,C1_severe_atopic_vs_rest
cg24292404,TMEM131,2,97911087,-0.022613556295455788,6.320966215558948e-5,0.0339905139832464,C1_severe_atopic_vs_rest
cg14381040,NA,6,25733015,-0.015639159725587642,6.338552794971618e-5,0.03406303850761007,C1_severe_atopic_vs_rest
cg14414338,PHF12,17,28928336,-0.04101958918195875,6.342336644333937e-5,0.03406303850761007,C1_severe_atopic_vs_rest
cg13739510,NA,6,118776972,-0.02475937536676067,6.355705068286067e-5,0.034113635069376036,C1_severe_atopic_vs_rest
cg17552357,NA,17,78936250,-0.012209840393590911,6.366810461752901e-5,0.03415202975881249,C1_severe_atopic_vs_rest
